time_sec,goal_position_rad,input_voltage_V,torque_enable,m3_position_rad,m3_velocity_rad_s,m3_pwm_fraction,m3_current_A,m3_motor_torque_Nm,m3_friction_torque_Nm,m3_friction_limit_Nm
1.213,0.4633710963693522,12.0,1,0.43977205891063337,0.5362768569432941,0.10515223053816958,0.031554522880853544,0.0699302402945197,-0.1835187698890172,0.1835187698890172
1.214,0.4633710963693522,12.0,1,0.44030940196110896,0.5373430504756147,0.10290005154750513,0.018910796398811637,0.041909571611113014,-0.1879551452771808,0.1879551452771808
1.215,0.4633710963693522,12.0,1,0.4408467144922648,0.537312531155876,0.10063626287033986,0.0072527834652463,0.01607341338811819,-0.19204768122452007,0.19204768122452007
1.216,0.4633710963693522,12.0,1,0.441382985659625,0.5362711673602001,0.09836604181075885,-0.003474657756744157,-0.0077004381523313025,-0.19581556301857403,0.19581556301857403
1.217,0.4633710963693522,12.0,1,0.4419172856745335,0.5343000149084524,0.0960941727108552,-0.013324109338278732,-0.02952851390764181,-0.19927708703984237,0.19927708703984237
1.218,0.4633710963693522,12.0,1,0.44244876121531324,0.5314755407797691,0.09382506867595723,-0.022345694724682237,-0.04952189603833874,-0.20244969581346375,0.20244969581346375
1.219,0.4633710963693522,12.0,1,0.4429766310532892,0.5278698379759835,0.09156279229998608,-0.030587176597483844,-0.06778643484705721,-0.20535001192807567,0.20535001192807567
1.22,0.46855827208585193,12.0,1,0.44350018188510965,0.5235508318204368,0.11116237159650452,0.07471618224836142,0.16558388787071113,-0.17476815461653586,0.17476815461653586
1.221,0.46855827208585193,12.0,1,0.44402838376495807,0.5282018798484158,0.10898706948188115,0.059051398567499476,0.1308680377499339,-0.17413368035344898,0.17413368035344898
1.222,0.46855827208585193,12.0,1,0.4445600847075669,0.5317009426088564,0.10678469751216603,0.04434521219277259,0.09827660384095685,-0.17928914656954067,0.17928914656954067
1.223,0.46855827208585193,12.0,1,0.4450940082709499,0.5339235633830219,0.10455930070219822,0.030737168090317693,0.06811884174719035,-0.1840616656392964,0.1840616656392964
1.224,0.46855827208585193,12.0,1,0.44562897369549137,0.5349654245414761,0.10231687717439676,0.01816700495078784,0.04026120206086786,-0.18847220039504653,0.18847220039504653
1.225,0.46855827208585193,12.0,1,0.44616389064391876,0.5349169484274091,0.10006298784279608,0.006577219439653947,0.014576247519935415,-0.19254075607726157,0.19254075607726157
1.226,0.46855827208585193,12.0,1,0.4466977541823402,0.5338635384214634,0.09780278013587995,-0.004087041171389514,-0.009057584939187424,-0.19628641753837645,0.19628641753837645
